issuekey;doc_clean;storypoint_label
XD-123;XD scripts lib path needs to be dynamic We currently have the manually created XD scripts. This makes it difficult to maintain as the lib path is error prone with the changes. We need to make sure that the properties such as lib path etc. are dynamically updated.;0
XD-1231;Investigate if we should use RequreJS with Angular;0
XD-1232;Create EC2 AMI for single-node install of Apache Hadoop 1.2.1;0
XD-1234;Create EC2 AMI for single-node install of  Pivotal HD 1.1;0
XD-1236;Create EC2 AMI for single-node install of Hortonworks Data Platform 1.3;0
XD-1237;Add option to stop all running XD EC2 instances that match a given naming pattern This functionality should be added as a command line option to the main app in the spring-xd-ec2 project;0
XD-1238;Add to Acceptance Test EC2 CI build plan a stage that stops any existing CI EC2 deployments Add a stage to the plan that will stop any instances that the CI process may have started before and relaunch a 2 node install based on rabbit.    https://build.springsource.org/browse/XD-ATEC2 was created as an empty shell.    The running of across different transports will be handled in a separate story along with adding a stage to run a 'hello world' acceptance test.;0
XD-1239;Add stage to Acceptance Test EC2 build plan that runs a basic acceptance test application against the single-node deployment Run test application developed in XD-1245;0
XD-1241;"Add to Acceptance Test EC2 job a stage that uses XD distributed mode with redis See https://quickstart.atlassian.com/download/bamboo/get-started/bamboo-elements    ""Stages are comprised of one or more Jobs which run in parallel""    we would like the tests across the rabbit and redis transport to occur in parallel.";0
XD-1245;Develop basic acceptance test application to exercise based XD-EC2 deployment from CI Create a first pass at an acceptance test app for a stream definition of http | log.      This will involve creating two new projects in xd    1. spring-xd-integration-test  2. spring-xd-acceptance-tests    #1 will contain generally useful utility methods for acceptance test such as sending data over http obtaining and asserting JMX values of specific modules.  #2 will contain tests that use #1 to test the various out of the box modules provides in XD.;0
XD-1246;To be able to run the tests without conflicting with an existing XD admin server/launcher In line with what we address at https://jira.springsource.org/browse/XD-1223 there are cases where tests fail when there is an existing instance of hsqldb running.    Since hsqldb uses the same port and database it causes issues.;0
XD-1249;AbstractShellIntegrationTests should start and stop server once. e.g. make application static and check for initialization. Need to ensure each test restores the initial state of the server;0
XD-1251;Access-Control-Allow-Origin header should not be hard-coded See also XD-451 as reference.;0
XD-1252;"Allow processor script variables to be passed as module parameters Currently if we want to bind values to script variables we need to put them in a properties file like so:  xd:> stream create --name groovyprocessortest --definition ""http --port=9006 | script --location=custom-processor.groovy --properties-location=custom-processor.properties | log  Ideally it should be:  xd:> stream create --name groovyprocessortest --definition ""http --port=9006 | script --location=custom-processor.groovy --foo=bar --baz=boo | log";0
XD-1253;"RabbitMessageBus queue name prefix I see the topics/exchanges created for Redis/Rabbit message buses have the prefix ""topic."" Is there any reason why we didn't have the prefix ""queue."" for the name of the queue created in Rabbit message bus in compared with the queue created in Redis message bus which has prefix ""queue.""";0
XD-1254;Optimize AbstractSingleNodeStreamDeploymentIntegrationTests XD singlenode currenly initialized in @Before should be @BeforeClass. In this case must be re-initialized for each transport but not for each @Test.;0
XD-1255;"Create assertion to get count of messages processed by a specific module in a stream The modules are exposed via JMX and in turn exposed over http via jolokia.  See https://jira.springsource.org/browse/XD-343.  This issue is to develop a helper method that given a stream id and/or module name assert that the number of messages processed after sending stimulus messages is as expected. e.g.  int originalCount = getCount(""testStream"" ""file"")  //do stuff that generates 100 messages assertCount(""testStream"" ""file"" 100 originalCount)  For now we can assume we know the location of where the modules are located by assuming we have only one container deployed.";0
XD-126;Documentation for sources sinks modules should define which attributes are required and which optional This will eventually be supplied by the admin server but for now write it up by hand in the documentation;0
XD-1262;Provide a clean way to get a reference to the MessageBus running in SingleNodeApplication Currently the message bus is only obtained via Module.getComponent(MessageBus.class). Stream testing scenarios that depend on sending and receiving payloads via named channels do not require a deployed module instance per se but any stream flow control uses the MessageBus directly. Getting a deployed module instance in general is expensive e.g. you have to wait for the module to deploy asynchronously whereas the MessageBus implementation could be known a priori when the application starts. An improvement would be to ask the container for its MessageBus.;0
XD-1264;Update SI to latest 4.0 M3 and Spring AMQP to 1.3.0.M2 The Rabbit endpoint suffers from a problem similar to XD-1067.  Seems like spring-[rabbit/amqp] needs to be bumped to 1.3.0.M1 to fix it.  Sadly we get this error:  noformat  java.lang.NoSuchMethodError: org.springframework.amqp.core.MessageProperties.getContentLength()J  at org.springframework.integration.amqp.support.DefaultAmqpHeaderMapper.extractStandardHeaders(DefaultAmqpHeaderMapper.java:102)  at org.springframework.integration.amqp.support.DefaultAmqpHeaderMapper.extractStandardHeaders(DefaultAmqpHeaderMapper.java:53)  at org.springframework.integration.mapping.AbstractHeaderMapper.toHeaders(AbstractHeaderMapper.java:205)  at org.springframework.integration.mapping.AbstractHeaderMapper.toHeadersFromRequest(AbstractHeaderMapper.java:148)  at org.springframework.integration.amqp.inbound.AmqpInboundChannelAdapter$1.onMessage(AmqpInboundChannelAdapter.java:75)  at org.springframework.amqp.rabbit.listener.AbstractMessageListenerContainer.doInvokeListener(AbstractMessageListenerContainer.java:584)  at org.springframework.amqp.rabbit.listener.AbstractMessageListenerContainer.invokeListener(AbstractMessageListenerContainer.java:482)  at org.springframework.amqp.rabbit.listener.SimpleMessageListenerContainer.access$001(SimpleMessageListenerContainer.java:69)  at org.springframework.amqp.rabbit.listener.SimpleMessageListenerContainer$1.invokeListener(SimpleMessageListenerContainer.java:144)  at org.springframework.amqp.rabbit.listener.SimpleMessageListenerContainer.invokeListener(SimpleMessageListenerContainer.java:920)  at org.springframework.amqp.rabbit.listener.AbstractMessageListenerContainer.executeListener(AbstractMessageListenerContainer.java:454)  at org.springframework.amqp.rabbit.listener.SimpleMessageListenerContainer.doReceiveAndExecute(SimpleMessageListenerContainer.java:728)  at org.springframework.amqp.rabbit.listener.SimpleMessageListenerContainer.receiveAndExecute(SimpleMessageListenerContainer.java:712)  at org.springframework.amqp.rabbit.listener.SimpleMessageListenerContainer.access$400(SimpleMessageListenerContainer.java:69)  at org.springframework.amqp.rabbit.listener.SimpleMessageListenerContainer$AsyncMessageProcessingConsumer.run(SimpleMessageListenerContainer.java:812)  at java.lang.Thread.run(Thread.java:724)  noformat  Updating to latest SI snapshot does not help (as of Jan 23rd);0
XD-1265;"Surface better exception information to client In trying to upgrade to latest SI I encountered a failing test because it expects an error message to contain something but SI changes make it disappear (the problem is an SI exception now has an explicit message and so does not expose its cause message anymore)  This however is the manifest of a deeper ""problem"". We currently expose the getMessage() of any generic Exception caught in the VndError REST construct. But this is not enough.  Things that we can consider are: 1) adding the whole stacktrace of the caught exception as a String. This is not very good at it leaks java specific details 2) unwrap the caught exception to get to the deepest cause. This may not be what we want everytime 3) construct a VndErrors (note the 's') made of each layered exception 4) similar to 1) but not using the stacktrace only the messages of each cause  etc";0
XD-1266;Twitterstream is broken;0
XD-1268;Remove unused code related to 'accepted media type' in MessageBus;0
XD-127;Create TCP source module Based off SI tcp inbound adapter.  This will allow for event forwarding that can select among the existing SI serialized/deserializer options.;0
XD-1271;Investigate missing boot's actuator endpoints in XD Currently few of the boot's actuator endpoints go missing in the EndpointHandler mapping.  They are: BeansEndpoint dumpEndpoint traceEndpoint healthEndpoint infoEndpoint.    Also the EndpointHandler mapping doesn't even happen in case of LauncherApplication.  I think this is because the LauncherApplication context starts with port '0' and the TomcatEmbeddedServletContainer sets the local port for it later. With port '0' the Endpointhandler mapping is disabled during the EndpointHandler mapping bean creation.;0
